,page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count,file_name
487,167,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:152 promotions and advertisements of available conversion events is relatively small. The distance be- tween URLs needed for clustering can be calculated based on the inventory quality scores that are discussed later in this section. •A conversion can be deﬁned as a visit to the brand’s site, a pur- chase after an impression, or any purchase. The brand proximity model can be used to score users at the be- ginning of a campaign when the actual data about ad responses are not yet available. The next step will incorporate the new data when available and adjust the scores.",575,98,143.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
488,167,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.8.3.2 Ad Response Modeling The goal of the response modeling step is to estimate the conditional probability of conversion PrpY | u, aq for an ad a. This step basically does the same thing as the baseline approach described at the begin- ning of this section – the advertiser uses the proximity model ϕ to target users at the beginning of the campaign, but, in addition to that, the ads are shown to a small number of random people to obtain the desired sampling shown in Figure 3.26. The difference from the baseline method is that we can now use the outputs of the previous step as features rather than high-dimensional raw URLs, which makes the learning process more efﬁcient. Brand proximities can be supple- mented with additional user information features fu1, . . . ,fur, such as browser type and geographical location, so the model can be described as follows: ψapuq “ PrpY | u, aq “ PrpY | ϕu1, . . . ,ϕuk, fu1, . . . ,",930,170,232.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
489,167,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:furq (3.57) The key difference between the models for unconditional proximity ϕ and conversion propensity ψ is sampling: the family of ϕ models is constructed to classify users as converted or non-converters regard- less of the advertisements, whereas the ψ model classiﬁes users as re- sponders or non-responders and depends on the advertisement. The scores produced by models ϕ, however, have high predictive power for response, providing reasonable initial values for ψ and making re- estimation of ψ more effective as the actual response data arrives.3.8.3.3 Inventory Quality and Bidding The ﬁnal step is to incorporate additional information that is not cap- tured in the scores produced by the model ψ and to determine the",729,115,182.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
490,168,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.8 online advertisements 153 actual bid price to be submitted to the ad exchange. With the assump- tion that the ad exchange is a second-price auction, the optimal bid price can be calculated as the expected value of conversion vpYq: bopt “ E rvpYqs “ PrpY | u, aq ¨ vpYq (3.58) The value of conversion vpYq can typically be assumed to be constant for all users and is incorporated into some baseline bid price bbase set by the advertiser and depending on the contract with the brand and properties of the exchange. Consequently, propensity scores can be considered as multipliers to scale the baseline price. Propensity scores produced by the model ψ are generally sufﬁcient to make targeting and bidding decisions. The bid price for a given user can be calculated as bpuq “ bbase ¨ s1pψapuqq (3.59) in which s1p¨q is some scaling function for the score ψ.",858,150,214.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
491,168,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:In particular, s1p¨q can map all scores below a certain threshold to zero (no bidding), and the threshold can be determined based on the desired number of impressions and other considerations, as we discussed earlier in the context of promotions. The targeting process we have described so far considers the user proﬁles and advertisements but not the context of the impression, that is, the inventory. The quality of the inventory is important for several reasons [Perlich et al.,2013]: • The inventory carries information about the user’s purchasing intent and the relevance of the ad for the user. For example, hotel advertisements will have higher conversion rates on travel web- sites than on news sites. •",711,115,177.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
492,168,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The perception of an advertisement depends on the context. For example, users who are reading complex technical materials may pay less attention to ads than visitors to entertainment sites, some ad slots may be poorly positioned and require users to scroll down the page, etc. Consequently, the advertiser can expect to get better results by using the probability ωapu, iq “ PrpY | u, a, iq in which i is the inventory. The ratio ωapu, iq and its expectation over all inventories ωapuq “ Ei r ωapu, iq s can be used as a measure of inventory quality because it shows how much better or worse inventory i is in comparison to an average inventory. This metric can be used as an additional multiplier to scale the bid: bpuq “ bbase ¨ s1 pψapuqq ¨ s2 ˆωapu, iq ωapuq ˙ (3.60)",771,141,192.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
493,169,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:154 promotions and advertisements Note that although the notation we have used implies that ωapuq equals ψapuq, the advertiser can use different data samples and mod- els to estimate ω and ψ depending on the available data and other considerations. The steepness of the scaling functions s1p¨q and s2p¨q determines the trade-off between conversion rates and the advertiser’s CPA. Steep scaling functions (e. g., zero if the argument is below the threshold and a very high value otherwise) generally maximize the conversion rate, but these can be suboptimal from the CPA standpoint. Scaling functions that are close to the identity function optimize the CPA as it follows from theoretical equation 3.58 but can be suboptimal in terms of conversion rates.3.8.4 Multi-Touch Attribution The obvious limitation of last-touch attribution is that the efforts that preceded the last impression are neglected.",900,139,225.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
494,169,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:One can work around this by using more elaborate attribution methods that distribute the credit according to a position of the advertiser in the funnel. Several exam- ples of such static models are shown in table 3.9. Static weight-based attribution, however, does not help to estimate the contribution of in- dividual advertisers to the overall campaign effect. We need to create an algorithmic attribution method that measures the actual contributions and enables the brand to reward the best advertisers or channels and remove the worst ones. Model A1 A2 A3 A4 A5 First impression 100% – – – – First click – 100% – – – Last touch – – – – 100% Linear 20% 20% 20% 20% 20% Position-based 35% 10% 10% 10% 35% Time decay 10% 15% 20% 25% 30% Table 3.9: Static attribution models.",776,137,194.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
495,169,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The table shows the percentage of credit assigned to each of ﬁve impressions A1, . . . ,A5. Let us assume that the brand works with a network of advertisers or channels C “ tC1, . . . ,Cnu. We can think of this network as a set of states that can be traversed by a user before conversion, as illustrated in Figure 3.27.",319,64,79.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
496,170,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.8 online advertisements 155 ence between the probability of conversion for the full set of channels and the probability of conversion if channel Ck is removed: Vk “ PrpY | Cq ´ PrpY | CzCkq (3.61) To evaluate this expression, we can enumerate all possible subsets of the set CzCk and estimate the causal effect for each subset separately [Dalessandro et al.,2012b]: Vk “ ÿ SĎCzCk wS,k ` PrpY | S Y Ckq ´ PrpY | Sq ˘ (3.62) Coefﬁcients wS,k model the probability distribution of particular re- alizations of S, that is, the probability of a user traversing a certain sequence of channels. By assuming a uniform distribution of all se- quences, we have wS,k “ ˆ|C| ´ 1 |S| ˙´1 ¨ 1 |C| “ |S|!p|C| ´ 1 ´ |S|q!|C|! (",713,132,178.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
497,170,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.63) because we draw sequences of length |S| from the set CzCk with car- dinality |C| ´ 1. For example, the causal effect of channel C3 in the network C “ tC1, C2, C3u is given by the following equation: V3 “ 1 3pPrpY | C1, C2, C3q ´ PrpY | C1, C2qq ` 1 6 “ pPrpY | C1, C3q ´ PrpY | C1qq ` pPrpY | C2, C3q ´ PrpY | C2qq ‰ ` 1 3pPrpY | C3q ´ PrpY | ∅qq (3.64) The attribution formula 3.62 can be difﬁcult to evaluate in prac- tice because long sequences of channels have relatively low realization probabilities, which impacts the estimation stability [Dalessandro et al.,2012b; Shao and Li, 2011]. It can be reasonable to discard all sequences S longer than 2 channels to produce a more simple and stable model [Shao and Li, 2011]: V˚ k “ ÿ SĎCzCk wS,k ` PrpY | S Y Ckq ´ PrpY | Sq ˘ “ w0 “ PrpY | Ckq ´ PrpY | ∅q ‰ ` w1 ÿ j‰k “ PrpY | Cj, Ckq ´ PrpY | Cjq ‰ (3.65)",866,187,216.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
498,171,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:156 promotions and advertisements Figure 3.27: Example of a network with three channels. The baseline probability of conversion PrpY | ∅q can also be dis- carded because it is equal for all channels, and the coefﬁcients are de- ﬁned as w0 “ ˆ|C| ´ 1 0 ˙´1 1 |C| “ 1 |C| w1 “ ˆ|C| ´ 1 1 ˙´1 1 |C| “ 1 p|C| ´ 1q|C| (3.66) We can therefore express the causal effect as V˚ k “ 1 |C|PrpY | Ckq` ` 1 p|C| ´ 1q|C| ÿ j‰k “ PrpY | Cj, Ckq ´ PrpY | Cjq ‰ (3.67) The probability of conversion PrpY | Ckq can be estimated as the ratio of converted users who passed through channel Ck to the total number of users who passed through the channel. The second-order probabilities PrpY | Cj, Ckq can be estimated in the same way but for a pair of channels. Equations 3.62 and 3.67 describe a practical solution for multi-touch attribution. However, it is worth noting that there are alternative ways to approach the same problem.",912,178,228.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
499,171,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:For example, one can build a regres- sion model that predicts conversions based on traversed channels and compare the magnitudes of the regression coefﬁcients [Shao and Li, 2011].",179,28,44.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
500,172,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 157 3.9 measuring the effectiveness The effectiveness of marketing campaigns is inherently challenging to measure because each consumer has unique properties, changes over time, and interacts with the brand and marketing media in their own way, so the attribution of any improvement or degradation to a par- ticular marketing action can always be debated. Marketers typically cannot strictly prove the effectiveness of the action, but they can try to arrange an experiment or analyze the collected data in such a way that the actions in question and the outcomes are properly isolated, so that the causal effect cannot be attributed to external factors. This can be considered as proof of a statistically signiﬁcant causal relationship between the actions and outcomes. This problem statement enables us to leverage a huge statistical the- ory that was developed in other ﬁelds long before algorithmic market- ing appeared. Importantly, experimentation frameworks developed in areas such as biology and healthcare are speciﬁcally adapted to deal with scenarios that are structurally similar to marketing campaigns.",1146,173,286.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
501,172,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9.1 Randomized Experiments Consider a basic marketing campaign that distributes promotions or advertisements to prospects to make them convert. Although our ulti- mate goal is to estimate the causal relationship between the treatment and conversions, we can start with very basic questions and gradually build a statistical framework that estimates the causal effects.3.9.1.1 Conversion Rate One of the most basic questions that we can pose is the measurement of simple metrics, such as the conversion rate. Based on the assump- tion that the total number of individuals who received a treatment n is known and the number of converted individuals k among these n recipients is measured, we can estimate the conversion rate as R “ k n (3.68) The obtained estimate may or may not be statistically reliable, depend- ing on the number of individuals and conversions. If these numbers are small, we can expect the measured rate to have high variance and to change drastically if the same campaign is run multiple times.",1016,165,254.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
502,172,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:If the numbers are high, we can expect more consistent results. The re- liability of the estimate can be measured in different ways by using different statistical frameworks. In this book, we generally advocate",210,34,52.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
503,173,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:158 promotions and advertisements Bayesian methods and Monte Carlo simulations because of their con- sistency and ﬂexibility, so we use this approach for randomized exper- iments as well. Although it is not necessarily the most simple solution for the most basic problems, it helps us to establish a framework that can be efﬁciently extended for the more complex scenarios that we will consider later on. Because the total number of promotions n is a non-random value chosen before the experiment, our goal is to understand the distribu- tion of the conversion rate given the observed number of conversions ppR | kq. If this distribution is known, we will be able to estimate the probability that the results of hypothetical repeated experiments would deviate signiﬁcantly from the observed value and thus measure the re- liability of the estimated rate. According to Bayes rule, the distribution in question can be decomposed as follows: ppR | kq “ ppk | RqppRq ppkq (3.69) in which ppk | Rq is the likelihood, that is, the probability, of observing k conversions given that the conversion rate value is known to be R, and ppRq is the prior distribution of conversion rates.",1175,196,293.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
504,173,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The probability ppkq can be viewed as a normalization factor because the data point k is given; hence, this term just ensures that the rate distribution is a probability distribution, that is, that the integral over the entire range is 1. So this value can be expressed as follows: ppkq “ ż ppk | RqppRqdR (3.70) In words, we start with a prior belief about the rate distribution ppRq, and the observed data, that is, the number of conversions k, provide evidence for or against our belief. The posterior distribution ppR | kq is obtained by updating our belief based on the evidence that we see. As the posterior rate distribution includes two factors, ppk | Rq and ppRq, we need to specify these two distributions. Under the assumption that the conversion rate is ﬁxed, the probability that exactly k individ- uals out of n will convert is given by a binomial distribution, with a probability mass function of the form ppk | Rq “ ˆn k ˙ ¨ Rkp1 ´ Rqn´k “ n!",958,174,239.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
505,173,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:k!pn ´ kq!¨ Rkp1 ´ Rqn´k (3.71) The second factor, the prior distribution ppRq, can be assumed to be uniform or can be estimated from historical campaign data. Let us",166,30,41.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
506,174,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 159 consider the case of uniform distribution ﬁrst. If the prior distribution ppRq is uniform in the range from 0 to 1, the posterior distribution ppR | kq has the same form as the likelihood given by equation 3.71, but it is now a function of R, not k, so the normalizing constant will be different. We can denote this constant as cpn, kq and obtain ppR | kq “ Rkp1 ´ Rqn´k ¨ cpn, kq (3.72) This distribution is known as a beta distribution, and there is a stan- dard notation for it. In this notation, the posterior can be expressed as ppR | kq “ beta pk ` 1, n ´ k ` 1q (3.73) in which the beta distribution is deﬁned as beta pα, βq “ 1 Bpα, βq ¨ xα´1p1 ´ xqβ´1 Bpα, βq “ ż 1 0 xα´1p1 ´ xqβ´1dx (3.74) The distribution of the conversion rate given n treated individuals and k conversions is described by the beta distribution. If the prior distribution is not uniform, it can also be modeled as the beta distribution: ppRq “ beta px, yq (3.75) in which parameters x and y can be estimated, for example, based on historical data.",1063,206,265.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
507,174,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:In this case, the posterior distribution is still the beta distribution: ppR | kq 9 ppk | Rq ¨ ppRq 9 Rkp1 ´ Rqn´k ¨ beta px, yq 9 Rk`x´1p1 ´ Rqn´k`y´1 9 beta pk ` x, n ´ k ` yq (3.76) It is said that the beta distribution is the conjugate prior to the bi- nomial distribution: if the likelihood function is binomial, the choice of a beta prior will ensure that the posterior distribution is also beta. Note that beta p1, 1q reduces to a uniform distribution, so result 3.73 obtained for the uniform prior is a particular case of expression 3.76. We can now estimate the probability that the conversion rate R lies within some credible interval ra, bs as Prpa ă R ă bq “ ż b a beta pk ` 1, n ´ k ` 1q dR (3.77)",710,144,177.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
508,175,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:160 promotions and advertisements Equation 3.77 can be evaluated analytically, but we can also estimate the credible interval for a conversion rate by using Monte Carlo simu- lations. In this case, the estimation process can be described as follows: 1. The inputs are n, k, and the desirable conﬁdence level 0 ă q ă 100%.2. Generate a large number of random values with distribution beta pk ` 1, n ´ k ` 1q.",407,73,101.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
509,175,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3. Estimate the q{2-th and p100 ´ q{2q-th percentiles of the gener- ated values to obtain the desired credible interval. For example, we can be 95% conﬁdent that the estimate R lies in between the 2.5% and 97.5% percentiles. Examples of beta distributions for different values of n and k, as well as the corresponding credible intervals, are shown in Figure 3.28. The simulation approach can look excessively complicated for the assess- ment of basic metrics such as the conversion rate, but its advantages will become more apparent as we move to more complex cases.",566,95,141.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
510,175,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Figure 3.28: Examples of the posterior distribution ppR | kq for the uniform prior and different sample sizes n. The mean k{n “ 0.1 for all samples. The vertical lines are the 2.5% and 97.5% percentiles of the corresponding distributions. We start with the uniform prior, and the more samples we get, the narrower the posterior distribution becomes.3.9.1.2 Uplift The conversion rate by itself is not a sufﬁcient measure of the quality of a targeting algorithm or the effectiveness of a marketing campaign. As",509,84,127.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
511,176,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 161 we discussed earlier in this chapter, the effectiveness is typically mea- sured as the uplift, which is the difference between conversion rates in the test and control groups. The conversion rate in the control group is considered as the baseline, and the uplift can be estimated as the conversion rate in the test group measured against the baseline rate: L “ R R0 ´ 1 (3.78) in which R0 is the baseline conversion rate and R is the conversion rate for the campaign in question. From a statistical standpoint, we also want to measure the reliability of this estimate, that is, the probability PrpR ą R0 | dataq (3.79) to ensure that the obtained results are attributed to the impact of the campaign in question relative to the baseline, not to some external un- controlled factors. The standard way to tackle this problem is random- ized experiments. The approach is to randomly split the consumers who can potentially be involved in the campaign into two groups (test and control), provide the test group with the treatment (send promotion, show ads, present a new website design, etc.),",1125,191,281.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
512,176,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:and provide the control group with the no-action or baseline treatment. Random selection of test and control individuals is important to ensure that the observed difference in outcomes is not caused by a systematic bias between the two groups, such as a difference in average income. Running the test and control in parallel is also important to ensure equality of the test conditions for the control groups, which might not be the case, for example, in a comparison of new data with historical data. The design of randomized experiments for targeted campaigns is illustrated by Figure 3.29. The high-propensity customers identiﬁed by the targeting algorithm are divided into test and control groups, and the test group receives the treatment.",743,119,185.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
513,176,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The number of positive and negative outcomes is measured for both groups: nT and nC are the number of individuals and kT and kC are the number of conversions in the test and control groups, respectively. The uplift is measured by comparing the conversion rate of the test group kT {nT with that of the control group kC{nC. We now want to assess the probability PrpRT ą RCq or, equivalently, to ﬁnd a credible interval for uplift L. We can calculate this in a similar manner to that we used for the credible interval of the conversion rate in expression 3.77, but now we need to account for the joint distribution for RT and RC: Prpa ă L ă bq “ ĳ aăLăb LpRT , RCq ¨ PrpRT , RCqdRT dRC (3.80)",690,132,172.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
514,177,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:162 promotions and advertisements Figure 3.29: Sampling in randomized experiments. If the randomized experiments are properly designed and executed to achieve independence between the test and control groups, we can assume that the joint probability above can be split into individual distributions of conversion rates: PrpRT , RCq “ PrpRT | kT , nT q ¨ PrpRC | kC, nCq (3.81) At this point, we can apply the same simulation approach that we used for the individual conversion rate. Conversion rates RT and RC follow the beta distribution, so we can generate the uplift samples by drawing two conversion rates from the corresponding beta distribu- tions and calculating the ratio. The process will be as follows: 1. The inputs are values kT , nT , kC, and nC, measured from the observed data, and the desirable conﬁdence level is 0 ă q ă 100% 2.",845,145,211.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
515,177,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Generate a large number of values L by computing each sample as follows: a) Draw RT from the distribution beta pkT ` 1, nT ´ kT ` 1q b) Draw RC from the distribution beta pkC ` 1, nC ´ kC ` 1q c) Compute L “ RT {RC ´ 1 3. Estimate the desired credible interval for L by taking the q{2th and p100 ´ q{2qth percentiles for the generated values. The above approach works for many practical scenarios, for exam- ple, promotional campaigns, advertisements, and testing of arbitrary improvements, such as a new design of a website. Randomized ex- periments, however, impose certain limitations on how a campaign is",608,111,152.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
516,178,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 163 executed, and this can be a problem in some cases. In particular, the requirement for a control group can incur additional expenses – we will study this issue in detail in the next section. It is important to note that measurement of the revenue uplift does not necessarily require a conversion rate to be measured or even indi- vidual conversions to be tracked. We just need to know the total rev- enues generated by the test and control groups over a period of time after the campaign and estimate the uplift as a ratio between these two revenue values. This can be the only way to measure the uplift if the conversion information is not available.",686,121,171.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
517,178,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9.2 Observational Studies Randomized experiments can be used in the online advertising en- vironment to measure the conversion uplift delivered by campaigns. Randomized methods, however, require one to be very careful with control group selection to make sure that there is no systematic bias between the test and control groups. The standard approach to achieve unbiased randomization is to leave picking of the control users until the very end of the ad delivery pipeline and to sample the users af- ter the targeting and bidding stages, as shown in Figure 3.30. The test users are exposed to the actual ad impressions and the control users are exposed to some dummy ads, such as public service announce- ments (PSA), so the uplift between the groups is a measure of the ad impact. The presence of an ad exchange, however, introduces a major chal- lenge because impressions for the control group do not come for free and have to be purchased, just like the actual impressions.",980,164,245.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
518,178,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The ques- tion that arises is whether control group selection can be moved to before the bidding stage, as shown in Figure 3.31. This approach effectively means that we do not do a controlled ex- periment anymore, because the bidding process – which bids are won and which are lost – is not controlled, and, consequently, it can induce an arbitrary bias in the test group compared to the control group. We can only observe bidding outcomes and conversions and measure the causal effect of the ad by doing statistical inference. This leads us to the large theory of observational studies and causal inference, which was under intensive development for decades and is driven by the neces- sity to analyze processes that are not under the control of researchers. Our problem with the bidding bias closely matches the problem of treatment effect under non-compliance in clinical trials.",882,147,220.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
519,178,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The causal effect of a treatment can be evaluated by using randomized experiments and comparing subjects from the test group who received the treatment,151,24,37.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
520,179,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:164 promotions and advertisements Figure 3.30: Uplift estimation in online advertising by using randomized exper- iments. RT and RC are the conversion rates in the test and control groups, respectively.with the control group. Although subjects can be assigned to the test and control groups randomly, some people in the test group cannot be exposed to the treatment because of compliance issues. The split into compliant and non-compliant subgroups after randomization cor- responds to the win–lose split in the bidding process when it follows control group selection, so we can leverage the studies dedicated to clinical trials with non-compliance.",649,98,162.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
521,179,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:The problem of uplift estimation with observational studies can be approached by using different techniques. We start with a basic method that illustrates how some concepts of causality theory can be applied to the problem [Chalasani and Sriharsha, 2016; Rubin, 1974; Jo, 2002]. We can see in Figure 3.31 that we have at least three conversion rates that can be measured directly: RC for the control group, RL T for the lost bids in the test group, and RW T for the users who got actual impressions. Our goal is to ﬁnd the conversion rate RW C , which can be interpreted as a potential conversion rate of the users who would have been won even if they were not provided with impressions. This value is hypothetical because we cannot go into the past, revoke the impressions we already delivered, and see what would happen.",822,145,205.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
522,180,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 165 Figure 3.31: Uplift estimation by using observational studies.from the known data under certain assumptions. First, we can note that the ratio γ between the number of users who were won and the number of users who were lost is directly observable. By assuming that the distribution of “winners” and “losers” is the same in both test and control groups, we can claim that RC “ γ ¨ RW C ` p1 ´ γqRL C (3.82) in which RW C and RL C are the conversion rates that we can expect from the control users who could be won or lost, respectively, if reassigned to the test group. The second assumption we can make is that RL C “ RL T because both groups contain only “losers” who have not been exposed to the ad, so we do not expect any bias between them.",780,148,195.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
523,180,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:Consequently, we can express RW C by using the known values as follows: RW C “ 1 γ ¨ ´ RC ´ p1 ´ γqRL T ¯ (3.83) Finally, the uplift can be estimated as the ratio between the observed RW T and inferred RW C .",208,47,52.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
524,181,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:166 promotions and advertisements The reliability of the uplift estimate can be evaluated by using the same simulation approach we used for randomized experiments. This requires us to generate samples according to the uplift distribution, which can be quite challenging to specify because it is a composition of several random processes: control group selection, bidding, and con- versions. We observe only a few bits of information for each realization of this complex process (assigned group, bidding outcome, and con- version outcome), but we do not observe the intrinsic properties of the users and other latent factors that determine the joint probability dis- tribution of the observed outcomes. In the rest of this section, we will discuss a statistical framework that combines the idea of potential out- comes discussed above with advanced simulation methods to infer dis- tributions of different campaign properties, including, but not limited to, the uplift [Chickering and Pearl, 1996]. We describe the framework in two steps.",1037,159,259.25,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
525,181,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:First, we specify the model of the random processes of interest. Second, we discuss how the model can be evaluated by using simulations.3.9.2.1 Model Speciﬁcation We can account for the latent factors and their impacts by using the graphical model presented in Figure 3.32. Each node represents a ran- dom variable, and the arrows indicate the dependencies between the nodes. Random variables Z, A, and Y correspond to randomization, bidding, and conversion.",458,72,114.5,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
526,181,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:More speciﬁcally, binary variable Z P t0, 1u takes a value of one if the user is assigned to the control group and zero otherwise, variable A P t0, 1u takes a value of one if we won the bid and showed the ad and zero otherwise, and, ﬁnally, variable Y P t0, 1u equals one if the user converted and zero otherwise. The random vari- able S corresponds to the user state and, possibly, other latent factors that inﬂuence the advertiser’s ability to win the bid and get a response after the impression. Figure 3.32: Graphical model for an observational study with latent factors.",575,105,143.75,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
527,182,"adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf:3.9 measuring the effectiveness 167 At a very high level, we want to understand the joint distribution Prpz, a, y, sq and integrate over it to obtain a credible interval for the up- lift L. The question is how to decompose the distribution Prpz, a, y, sq to make it computationally tractable. The graphical model in Figure 3.32 makes certain assumptions that can be used for decomposition : Z and S are considered independent because randomization must not be inﬂuenced by external factors, and Z and Y are conditionally inde- pendent given A and S because conversions can be inﬂuenced only through events A. This leads to the following decomposition of the probability density: Prpz, a, y, sq “ Prpzq Prpaq Prpa | z, sq Prpy | a, sq (3.84) We now need to specify the state random variable S and its role in the densities Prpa | z, sq and Prpy | a, sq. The idea behind the latent fac- tors is to capture “the state of the world” that is not observed directly but can inﬂuence outcomes like the uplift. This concept can be consid- ered as a counterpart of the potential outcomes that we discussed at the beginning of this section, because if we can infer the state from the observations then we can evaluate the potential outcomes for different preconditions. For example, if we know that a given user can never be won on the exchange, then we can predict the outcomes for assigning this user to both the test and control groups.",1428,257,357.0,adtech/algorithmic-marketing-ai-for-marketing-operations-r1.8ga.pdf
